mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_gamma,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
6.216060241063436,0.01805843874675379,0.2100826104482015,0.004780638498060801,0.9942012270850017,2.8676447899361364,0.05165639991306062,6,2,133,0.9422941799073751,"OrderedDict([('colsample_bytree', 0.9942012270850017), ('gamma', 2.8676447899361364), ('learning_rate', 0.05165639991306062), ('max_depth', 6), ('min_child_weight', 2), ('n_estimators', 133), ('subsample', 0.9422941799073751)])",0.9640281638225096,0.9655100171755213,0.962605616505424,0.9640479325011516,0.0011857990030936692,21
8.414504130681356,0.028900823886799286,0.3244779904683431,0.005982536762046749,0.6370718584770435,4.090728630736066,0.02929112029363108,5,6,174,0.9071552861781395,"OrderedDict([('colsample_bytree', 0.6370718584770435), ('gamma', 4.090728630736066), ('learning_rate', 0.02929112029363108), ('max_depth', 5), ('min_child_weight', 6), ('n_estimators', 174), ('subsample', 0.9071552861781395)])",0.9640068565336598,0.9653767958593025,0.9627365502960409,0.9640400675630011,0.0010781315281334512,22
7.226335843404134,0.02541772523111845,0.15425419807434082,0.007113342169270404,0.8095998134688072,3.384817705152414,0.2198185452344258,11,3,171,0.7954371487720937,"OrderedDict([('colsample_bytree', 0.8095998134688072), ('gamma', 3.384817705152414), ('learning_rate', 0.2198185452344258), ('max_depth', 11), ('min_child_weight', 3), ('n_estimators', 171), ('subsample', 0.7954371487720937)])",0.964188105977857,0.9656696515178123,0.9629314685421727,0.9642630753459472,0.0011191147711873163,2
7.4477323691050215,0.08022803577270074,0.11801846822102864,0.0016952326884421146,0.6430033863323328,4.658005624642851,0.29955926936901484,11,4,175,0.7117789079760088,"OrderedDict([('colsample_bytree', 0.6430033863323328), ('gamma', 4.658005624642851), ('learning_rate', 0.29955926936901484), ('max_depth', 11), ('min_child_weight', 4), ('n_estimators', 175), ('subsample', 0.7117789079760088)])",0.9640344858526978,0.9654831309398338,0.9630687310580329,0.9641954492835215,0.0009922243082613204,6
8.834038813908895,0.049144275788751614,0.17519879341125488,0.0066328854627944215,0.7466289164238088,4.165025875829967,0.22253591537478706,10,5,204,0.6424456329290492,"OrderedDict([('colsample_bytree', 0.7466289164238088), ('gamma', 4.165025875829967), ('learning_rate', 0.22253591537478706), ('max_depth', 10), ('min_child_weight', 5), ('n_estimators', 204), ('subsample', 0.6424456329290492)])",0.9641099872811452,0.9655518125085574,0.9628337570472035,0.964165185612302,0.001110327733770751,10
9.555108229319254,0.04766811878717906,0.5149568716684977,0.009260076043086702,0.8673053870060234,0.0,0.04581844792432203,12,3,173,0.9364886514625971,"OrderedDict([('colsample_bytree', 0.8673053870060234), ('gamma', 0.0), ('learning_rate', 0.04581844792432203), ('max_depth', 12), ('min_child_weight', 3), ('n_estimators', 173), ('subsample', 0.9364886514625971)])",0.9618306864272432,0.9633124481484078,0.9606793815054565,0.9619408386937024,0.0010777631551536875,30
6.412837266921997,0.04068755047515953,0.15094168980916342,0.010859562339649515,0.6430339192560693,1.2783811725337337,0.2759556193779851,6,5,155,0.9605954799653905,"OrderedDict([('colsample_bytree', 0.6430339192560693), ('gamma', 1.2783811725337337), ('learning_rate', 0.2759556193779851), ('max_depth', 6), ('min_child_weight', 5), ('n_estimators', 155), ('subsample', 0.9605954799653905)])",0.9641515877551102,0.9654208417537123,0.9629626161266145,0.9641783485451457,0.001003744792711325,9
12.838327566782633,0.06962468688686638,0.215436061223348,0.01075468700338977,0.6,5.0,0.29999999999999993,8,1,300,0.9999050467016406,"OrderedDict([('colsample_bytree', 0.6), ('gamma', 5.0), ('learning_rate', 0.29999999999999993), ('max_depth', 8), ('min_child_weight', 1), ('n_estimators', 300), ('subsample', 0.9999050467016406)])",0.9641519264740068,0.9655909277297874,0.9629416605686959,0.96422817159083,0.00108290169177969,3
10.000917434692383,0.023775076552932317,0.3440897464752197,0.008267906429993352,0.6296708955815585,2.9386990761012073,0.028547538190589503,8,1,204,0.6785932270832091,"OrderedDict([('colsample_bytree', 0.6296708955815585), ('gamma', 2.9386990761012073), ('learning_rate', 0.028547538190589503), ('max_depth', 8), ('min_child_weight', 1), ('n_estimators', 204), ('subsample', 0.6785932270832091)])",0.9640416436154184,0.9654838135239513,0.9630098968815761,0.9641784513403153,0.0010145945507274655,8
6.113314946492513,0.025679220032984878,0.24733940760294595,0.0014093356317725057,0.6726358525850362,2.2906726867816984,0.03719368060890867,11,2,130,0.806448703770586,"OrderedDict([('colsample_bytree', 0.6726358525850362), ('gamma', 2.2906726867816984), ('learning_rate', 0.03719368060890867), ('max_depth', 11), ('min_child_weight', 2), ('n_estimators', 130), ('subsample', 0.806448703770586)])",0.9640461675190145,0.9654848751329498,0.9628276307425867,0.9641195577981837,0.0010860560259754579,15
7.501599709192912,0.04505316609616292,0.19250877698262533,0.002931434795472713,0.9726681719200818,4.947258118459311,0.05383482863980679,11,5,165,0.6484229891999169,"OrderedDict([('colsample_bytree', 0.9726681719200818), ('gamma', 4.947258118459311), ('learning_rate', 0.05383482863980679), ('max_depth', 11), ('min_child_weight', 5), ('n_estimators', 165), ('subsample', 0.6484229891999169)])",0.9640004902353347,0.9654034658821944,0.9626773930359728,0.9640271163845006,0.0011130738234251011,26
7.7183652718861895,0.021579589927830455,0.14028310775756836,0.0025840296382505738,0.6,2.6278849563173825,0.29999999999999993,11,5,179,0.6519719430682707,"OrderedDict([('colsample_bytree', 0.6), ('gamma', 2.6278849563173825), ('learning_rate', 0.29999999999999993), ('max_depth', 11), ('min_child_weight', 5), ('n_estimators', 179), ('subsample', 0.6519719430682707)])",0.9640047531529891,0.9655518125085574,0.9630349072588489,0.9641971576401317,0.0010364901105837999,5
